latitude_unlock,longitude_unlock,latitude_lock,longitude_lock,distance,station_unlock_count,station_lock_count,trip_speed,lock_unlock_time_gap_hours
34,34,75,74,4283,33,72,5376,1
220,213,50,50,3520,116,49,5377,0
128,123,78,77,4284,115,75,5378,1
101,97,71,71,4285,91,68,5379,0
123,118,160,155,4286,110,135,5380,0
185,178,129,125,4287,148,1,5381,0
84,72,169,163,4288,79,142,5382,0
176,170,81,80,4289,142,78,5383,0
165,160,174,168,3370,136,137,5384,0
220,213,155,150,4290,116,132,5385,0
150,145,11,11,2494,73,11,5386,1
207,201,236,228,4291,143,164,5387,0
30,30,80,79,4292,30,77,5388,1
127,122,117,115,174,114,105,5389,0
177,171,86,85,728,143,81,5390,0
180,173,91,90,4293,144,86,5391,0
40,40,83,82,4294,39,79,5392,1
36,36,88,87,3855,35,83,5393,0
41,41,53,52,4295,40,52,5394,0
164,159,123,120,4296,135,92,5395,0
195,188,250,242,4297,152,116,5396,0
52,52,36,36,24,51,35,24,0
38,38,82,81,2540,37,22,5397,0
41,41,218,212,4298,40,132,5398,0
188,181,194,188,2626,13,160,5399,0
241,233,135,131,4299,179,115,5400,1
89,86,228,221,4300,9,177,5401,0
73,72,59,58,4301,69,18,5402,0
101,97,52,8,1967,91,51,5403,1
244,236,86,85,4302,14,81,5404,1
62,215,90,89,2359,113,85,5405,0
108,104,38,38,4303,98,37,5406,0
240,232,144,138,4304,171,77,5407,0
13,13,30,30,4305,13,29,5408,1
123,118,80,79,24,110,77,24,0
156,151,25,25,4306,76,25,5409,1
85,82,167,161,24,62,140,24,0
16,16,129,125,2867,16,1,5410,0
138,133,70,70,4307,123,67,5411,0
139,134,210,204,4308,124,167,5412,0
92,89,92,91,184,84,87,5413,0
19,19,83,82,4309,19,79,5414,1
233,226,246,238,4310,137,162,5415,0
116,111,132,128,3467,104,112,5416,0
240,232,194,188,4311,171,160,5417,1
201,194,66,66,4312,157,65,5418,0
173,168,74,73,4313,95,71,5419,0
36,36,208,202,24,35,166,24,1
106,102,30,30,4314,96,29,5420,0
16,16,7,7,4315,16,7,5421,0
75,74,227,133,4316,71,123,5422,0
58,57,113,111,4317,55,103,5423,1
198,191,176,170,93,155,147,5424,0
247,239,225,219,4318,92,4,5425,0
16,16,16,16,16,16,16,5426,0
230,224,89,88,4319,175,84,5427,0
240,232,84,83,4320,171,80,5428,1
109,105,37,37,4321,99,36,5429,0
136,131,66,66,4322,121,65,5430,1
179,12,45,45,4323,74,44,5431,0
232,11,36,36,4324,176,35,5432,0
114,109,77,76,3913,102,74,5433,0
199,192,169,163,4325,106,142,5434,2
18,18,81,80,24,18,78,24,13
45,45,72,72,4326,44,69,5435,0
29,29,53,52,4327,29,52,5436,0
215,209,13,13,4328,168,13,5437,0
196,189,179,173,4329,153,148,5438,1
73,72,133,129,4330,69,113,5439,0
17,17,183,177,4331,17,151,5440,0
201,194,15,15,4332,157,15,5441,0
31,31,122,31,2660,31,108,5442,0
223,217,152,147,4333,171,130,5443,0
148,143,206,200,4334,36,86,5444,0
25,25,8,8,3934,25,8,5445,0
89,86,83,82,3671,9,79,5446,0
127,122,116,114,2929,114,21,5447,0
126,121,134,130,4335,113,114,5448,1
153,148,25,25,1323,97,25,5449,0
206,200,164,158,4336,161,138,5450,0
207,201,121,119,4337,143,63,5451,0
5,195,25,25,4338,158,25,5452,1
239,231,148,143,4339,178,126,5453,0
86,83,205,199,4340,80,164,5454,1
105,101,89,88,4341,95,84,5455,0
150,145,8,8,4342,73,8,5456,0
49,49,176,170,4343,48,147,5457,0
7,7,199,193,4344,7,116,5458,0
173,168,97,96,4345,95,90,5459,1
136,131,120,118,3234,121,107,5460,0
232,11,26,26,4346,176,26,5461,1
212,206,144,138,4347,165,77,5462,0
187,180,189,183,4348,56,156,5463,0
241,233,232,224,4349,179,179,5464,1
126,121,239,231,4350,113,157,5465,1
157,152,25,25,3624,53,25,5466,0
26,26,172,166,3868,26,145,5467,1
87,84,210,204,4351,12,167,5468,0
84,72,163,62,4352,79,137,5469,0
58,57,70,70,4353,55,67,5470,1
92,89,22,22,4354,84,22,5471,1
189,182,180,174,4355,14,84,5472,0
55,54,57,56,4356,36,56,5473,0
116,111,63,63,4357,104,62,5474,0
169,164,30,30,4358,139,29,5475,0
84,72,196,190,4359,79,97,5476,0
59,58,175,169,4360,56,145,5477,0
55,54,117,115,4361,36,105,5478,0
111,107,117,115,4362,100,105,5479,0
135,130,97,96,434,120,90,5480,0
80,79,201,195,4363,76,162,5481,0
139,134,204,198,4364,124,87,5482,0
50,50,85,84,4365,49,32,5483,0
237,66,124,71,4366,43,109,5484,0
26,26,31,31,3534,26,30,5485,0
237,66,199,193,4367,43,116,5486,0
43,43,14,14,1474,42,14,5487,0
49,49,238,230,4368,48,158,5488,1
145,140,28,28,1779,97,27,5489,1
125,120,74,73,2313,112,71,5490,0
105,101,135,131,806,95,115,5491,0
164,159,144,138,558,135,77,5492,0
101,97,17,17,4369,91,17,5493,0
121,116,207,201,4317,108,165,5494,1
5,5,77,76,4370,5,74,5495,0
222,216,34,34,4371,170,33,5496,1
206,200,235,227,4372,161,182,5497,0
23,23,236,228,4373,23,164,5498,1
91,88,244,236,4374,83,115,5499,0
73,72,77,76,3552,69,74,5500,0
141,136,215,209,4375,126,170,5501,1
37,37,81,80,4376,36,78,5502,1
256,248,69,69,4377,189,64,5503,0
25,25,9,9,4378,25,9,5504,0
55,54,241,233,4379,36,153,5505,0
218,210,20,20,4380,20,20,5506,1
116,111,8,8,1526,104,8,5507,0
168,163,174,168,4381,138,137,5508,0
110,106,92,91,24,57,87,24,1
249,241,38,38,1618,183,37,5509,0
42,42,130,126,4382,41,50,5510,0
16,16,134,130,2610,16,114,5511,1
195,188,177,171,4383,152,28,5512,0
117,112,25,25,24,105,25,24,0
62,61,50,50,3471,59,49,5513,0
173,168,218,212,4384,95,132,5514,1
179,12,17,17,4385,74,17,5515,0
118,113,242,234,4386,30,120,5516,0
11,11,157,152,4387,11,100,5517,0
138,133,58,57,2167,123,57,5518,0
66,65,134,130,4388,63,114,5519,0
45,45,114,112,4389,44,17,5520,0
157,152,51,51,1755,53,50,5521,1
186,179,94,93,4390,149,88,5522,0
62,215,210,204,4391,113,167,5523,0
154,149,178,172,751,131,2,5524,0
185,178,0,59,4392,148,58,5525,1
31,31,203,197,4393,31,163,5526,0
11,11,79,78,24,11,76,24,1
158,153,128,124,662,132,110,5527,0
154,149,137,132,905,131,117,5528,0
244,236,216,210,4394,14,26,5529,0
200,193,0,0,4395,156,0,5530,1
163,158,198,192,4396,12,129,5531,0
202,196,142,136,4397,107,121,5532,1
123,118,76,75,989,110,73,5533,0
196,189,197,191,878,153,2,5534,0
163,158,194,188,4398,12,160,5535,0
132,127,38,38,4399,118,37,5536,0
206,200,3,3,4400,161,3,5537,1
165,160,11,11,1611,136,11,5538,0
180,173,149,144,1975,144,127,5539,0
58,57,183,177,4401,55,151,5540,1
225,219,26,26,4402,55,26,5541,0
5,5,37,37,402,5,36,5542,0
73,72,144,138,4403,69,77,5543,0
223,217,22,22,4404,171,22,5544,0
47,47,67,67,4405,46,41,5545,0
95,92,218,212,4389,86,132,5546,0
159,154,9,9,4406,78,9,5547,0
75,74,215,209,4407,71,170,5548,0
117,112,80,79,4408,105,77,5549,0
236,229,146,140,4409,177,124,5550,0
109,105,132,128,2985,99,112,5551,0
215,209,122,31,4410,168,108,5552,1
211,205,86,85,2732,164,81,5553,0
146,141,11,11,4111,129,11,5554,0
245,237,2,2,4411,91,2,5555,0
147,142,117,115,1594,130,105,5556,0
239,231,222,216,4412,178,173,5557,0
176,170,167,161,3544,142,140,5558,1
234,227,8,8,3188,161,8,5559,0
232,11,102,100,4413,176,95,5560,1
12,12,121,119,24,12,63,24,0
135,130,52,8,4414,120,51,5561,1
85,82,159,154,1674,62,21,5562,0
71,70,75,74,4415,67,72,5563,0
8,8,194,188,413,8,160,5564,1
18,18,72,72,4416,18,69,5565,1
218,210,46,46,1787,20,45,5566,0
216,210,133,129,4417,139,113,5567,0
26,26,84,83,2016,26,80,5568,7
200,193,92,91,4418,156,87,5569,1
201,194,149,144,2405,157,127,5570,0
106,102,55,54,4419,96,54,5571,0
137,132,153,148,1447,122,131,5572,0
181,174,83,82,4420,145,79,5573,0
249,241,133,129,4421,183,113,5574,0
40,40,169,163,4422,39,142,5575,0
5,195,202,196,4423,158,26,5576,0
175,152,8,8,4424,115,8,5577,0
1,1,144,138,940,1,77,5578,0
0,0,11,11,926,0,11,5579,1
159,154,142,136,24,78,121,24,0
52,52,36,36,24,51,35,24,1
3,3,192,186,4425,3,110,5580,1
90,87,148,143,24,82,126,24,0
82,44,97,96,4426,77,90,5581,0
83,81,158,153,830,78,134,5582,0
6,6,121,119,4427,6,63,5583,0
98,95,52,8,4428,88,51,5584,0
222,216,65,65,1350,170,64,5585,0
39,39,166,160,4429,38,139,5586,0
15,15,117,115,2329,15,105,5587,0
137,132,153,148,1447,122,131,5588,0
140,135,84,83,932,125,80,5589,0
25,25,219,213,4430,25,171,5590,0
50,50,236,228,4431,49,164,5591,0
117,112,11,11,259,105,11,5592,0
39,39,234,226,1715,38,181,5593,10
129,124,131,127,4432,13,111,5594,0
129,124,69,69,24,13,64,24,0
102,98,59,58,4433,92,18,5595,0
202,196,172,166,4434,107,145,5596,1
4,4,86,85,4435,4,81,5597,0
26,26,58,57,4436,26,57,5598,0
254,246,107,105,4437,163,98,5599,0
50,50,197,191,549,49,2,5600,0
25,25,157,152,4438,25,100,5601,0
125,120,15,15,2922,112,15,5602,0
213,207,179,173,4439,166,148,5603,0
8,8,31,31,4440,8,30,5604,0
74,73,220,214,4441,70,66,5605,1
46,46,122,31,4442,45,108,5606,0
73,72,52,8,24,69,51,24,1
205,199,107,105,4443,160,98,5607,0
200,193,130,126,4444,156,50,5608,0
178,172,145,139,4445,49,123,5609,1
71,70,6,6,4446,67,6,5610,0
21,21,49,49,939,21,48,5611,1
195,188,130,126,3574,152,50,5612,0
160,155,7,7,4447,133,7,5613,1
206,200,59,58,4448,161,18,5614,0
146,141,148,143,539,129,126,5615,0
180,173,208,202,2382,144,166,5616,0
220,213,160,155,4449,116,135,5617,0
52,52,7,7,4450,51,7,5618,0
66,65,214,208,2929,63,169,5619,0
59,58,121,119,4451,56,63,5620,1
26,26,172,166,3868,26,145,5621,0
245,237,231,161,4452,91,178,5622,0
185,178,183,177,4453,148,151,5623,0
216,210,249,241,4454,139,185,5624,0
5,195,5,5,150,158,5,5625,0
15,15,41,41,4455,15,40,5626,1
215,209,80,79,4286,168,77,5627,0
30,30,3,3,4456,30,3,5628,0
215,209,29,29,4457,168,28,5629,1
47,47,205,199,4458,46,164,5630,1
234,227,192,186,4459,161,110,5631,0
188,181,34,34,4460,13,33,5632,0
216,210,199,193,4461,139,116,5633,1
203,197,208,202,4462,159,166,5634,0
159,154,10,10,4463,78,10,5635,0
181,174,88,87,3731,145,83,5636,1
162,157,218,212,2955,111,132,5637,0
34,34,251,243,4464,33,136,5638,0
218,210,63,63,2519,20,62,5639,0
95,92,54,53,4465,86,53,5640,0
49,49,86,85,1392,48,81,5641,0
25,25,96,95,4466,25,89,5642,0
3,3,49,49,1663,3,48,5643,0
155,150,90,89,1465,5,85,5644,0
82,44,56,55,288,77,55,5645,0
180,173,81,80,4189,144,78,5646,0
164,159,219,213,4467,135,171,5647,1
50,50,93,92,4468,49,2,5648,0
191,184,92,91,1919,95,87,5649,0
180,173,91,90,4293,144,86,5650,0
82,44,200,194,1477,77,161,5651,0
86,83,50,50,4469,80,49,5652,0
26,26,142,136,4470,26,121,5653,0
155,150,34,34,4471,5,33,5654,0
26,26,131,127,4472,26,111,5655,0
130,125,40,40,4473,116,39,5656,12
7,7,138,133,24,7,118,24,15
186,179,94,93,4390,149,88,5657,0
87,84,162,157,2198,12,22,5658,0
27,27,83,82,4474,27,79,5659,0
4,4,64,64,4475,4,63,5660,0
125,120,8,8,425,112,8,5661,0
74,73,157,152,4476,70,100,5662,0
202,196,0,59,4477,107,58,5663,0
237,66,129,125,4478,43,1,5664,0
109,105,22,22,2905,99,22,5665,0
20,20,53,52,4479,20,52,5666,1
119,114,86,85,4480,106,81,5667,0
163,158,114,112,4481,12,17,5668,0
37,37,240,232,4482,36,181,5669,0
116,111,204,198,4483,104,87,5670,0
173,168,0,59,4484,95,58,5671,0
95,92,51,51,4485,86,50,5672,0
15,15,49,49,4486,15,48,5673,0
187,180,179,173,2384,56,148,5674,0
72,71,131,127,4487,68,111,5675,0
53,53,164,158,4488,52,138,5676,0
53,53,239,231,4489,52,157,5677,1
25,25,38,38,2803,25,37,5678,1
37,37,220,214,4490,36,66,5679,1
63,62,116,114,4491,60,21,5680,0
49,49,202,196,4492,48,26,5681,0
75,74,219,213,4493,71,171,5682,0
200,193,214,208,4494,156,169,5683,0
43,43,218,212,4495,42,132,5684,0
159,154,66,66,4496,78,65,5685,0
216,210,255,247,4497,139,174,5686,0
215,209,206,200,4498,168,86,5687,1
159,154,35,35,1997,78,34,5688,1
16,16,72,72,392,16,69,5689,0
4,4,79,78,1996,4,76,5690,0
23,23,0,59,1625,23,58,5691,0
224,218,182,176,4499,172,150,5692,1
93,90,179,173,4500,46,148,5693,0
249,241,157,152,2522,183,100,5694,0
62,215,248,240,1547,113,103,5695,0
117,112,73,1,4132,105,70,5696,0
220,213,127,123,24,116,70,24,4
238,230,67,67,4501,134,41,5697,0
249,241,220,214,4502,183,66,5698,0
170,165,124,71,4503,140,109,5699,0
228,222,72,72,4504,170,69,5700,0
70,69,238,230,4505,66,158,5701,1
20,20,57,56,4506,20,56,5702,0
125,120,14,14,4507,112,14,5703,0
45,45,214,208,4508,44,169,5704,0
36,36,188,182,1830,35,155,5705,0
103,99,158,153,4509,93,134,5706,1
85,82,107,105,4510,62,98,5707,0
152,147,134,130,807,127,114,5708,0
96,93,127,123,2422,87,70,5709,0
163,158,147,142,503,12,125,5710,0
245,237,48,48,4511,91,47,5711,0
79,78,249,241,159,75,185,5712,0
160,155,178,172,4512,133,2,5713,0
32,32,69,69,4513,32,64,5714,0
163,158,108,106,4514,12,30,5715,0
113,108,72,72,4515,91,69,5716,0
188,181,157,152,2847,13,100,5717,0
18,18,198,192,2783,18,129,5718,0
196,189,114,112,1868,153,17,5719,1
59,58,36,36,4516,56,35,5720,0
99,53,1,1,1068,89,1,5721,0
222,216,121,119,4517,170,63,5722,0
196,189,180,174,4518,153,84,5723,0
247,239,118,116,4519,92,28,5724,0
38,38,131,127,4520,37,111,5725,0
116,111,15,15,4521,104,15,5726,1
48,48,7,7,356,47,7,5727,0
209,203,162,157,4522,75,22,5728,0
113,108,127,123,4523,91,70,5729,0
171,166,107,105,24,141,98,24,1
15,15,25,25,1636,15,25,5730,1
18,18,240,232,1852,18,181,5731,0
8,8,35,35,251,8,34,5732,0
93,90,27,27,4524,46,16,5733,1
142,137,164,158,4525,127,138,5734,0
177,171,135,131,1444,143,115,5735,0
99,53,11,11,4526,89,11,5736,0
48,48,86,85,3023,47,81,5737,0
99,53,11,11,4526,89,11,5738,0
173,168,112,110,4527,95,102,5739,0
116,111,179,173,633,104,148,5740,0
52,52,129,125,4528,51,1,5741,1
6,6,179,173,4529,6,148,5742,0
95,92,213,207,4530,86,165,5743,0
32,32,34,34,4531,32,33,5744,0
159,154,162,157,3312,78,22,5745,0
211,205,158,153,4532,164,134,5746,0
106,102,57,56,1962,96,56,5747,0
121,116,192,186,4533,108,110,5748,0
168,163,84,83,4534,138,80,5749,1
19,19,118,116,4535,19,28,5750,1
38,38,100,78,4536,37,93,5751,0
75,74,234,226,4537,71,181,5752,15
95,92,144,138,1712,86,77,5753,1
81,80,87,86,4538,20,82,5754,0
1,1,164,158,4539,1,138,5755,0
71,70,108,106,4540,67,30,5756,1
31,31,129,125,1908,31,1,5757,0
227,221,186,180,2613,125,153,5758,0
26,26,108,106,4541,26,30,5759,0
216,210,172,166,4156,139,145,5760,0
146,141,12,12,2609,129,12,5761,0
49,49,220,214,975,48,66,5762,0
165,160,22,22,3610,136,22,5763,1
247,239,172,166,4542,92,145,5764,1
7,7,177,171,1151,7,28,5765,0
71,70,58,57,4543,67,57,5766,0
87,84,63,63,4544,12,62,5767,0
135,130,3,3,24,120,3,24,1
43,43,117,115,3645,42,105,5768,0
143,138,80,79,4545,116,77,5769,0
233,226,72,72,4546,137,69,5770,0
49,49,157,152,3469,48,100,5771,0
165,160,75,74,2756,136,72,5772,0
6,6,117,115,4547,6,105,5773,0
181,174,51,51,2394,145,50,5774,0
230,224,5,5,4548,175,5,5775,0
114,109,123,120,4549,102,92,5776,0
113,108,81,80,4550,91,78,5777,0
191,184,99,98,414,95,92,5778,0
13,13,62,62,4551,13,61,5779,0
87,84,190,184,4552,12,157,5780,1
116,111,83,82,2641,104,79,5781,0
66,65,45,45,4553,63,44,5782,0
144,139,87,86,3099,128,82,5783,1
222,216,186,180,4554,170,153,5784,1
217,211,165,159,4555,81,82,5785,1
15,15,179,173,4556,15,148,5786,1
175,152,164,158,4557,115,138,5787,0
116,111,93,92,4558,104,2,5788,0
12,12,25,25,4559,12,25,5789,0
46,46,133,129,3114,45,113,5790,0
131,126,198,192,4560,117,129,5791,0
180,173,180,174,4561,144,84,5792,1
207,201,39,39,4562,143,38,5793,0
165,160,8,8,2328,136,8,5794,0
78,77,124,71,4563,74,109,5795,0
16,16,164,158,4564,16,138,5796,0
105,101,146,140,4565,95,124,5797,0
21,21,108,106,205,21,30,5798,0
26,26,199,193,4566,26,116,5799,0
123,118,133,129,919,110,113,5800,0
131,126,196,190,4567,117,97,5801,1
62,215,54,53,865,113,53,5802,0
83,81,47,47,4568,78,46,5803,1
8,8,74,73,4569,8,71,5804,0
61,60,49,49,4570,58,48,5805,0
158,153,72,72,4571,132,69,5806,0
4,4,26,26,3671,4,26,5807,0
32,32,89,88,4572,32,84,5808,1
84,72,222,216,884,79,173,5809,0
210,204,32,32,24,163,31,24,8
211,205,82,81,1595,164,22,5810,0
29,29,94,93,4573,29,88,5811,0
76,75,15,15,24,72,15,24,0
95,92,239,231,4574,86,157,5812,0
136,131,216,210,4575,121,26,5813,0
8,8,7,7,1341,8,7,5814,0
72,71,239,231,4576,68,157,5815,0
21,21,75,74,3653,21,72,5816,0
74,73,34,34,4577,70,33,5817,1
135,130,82,81,4578,120,22,5818,0
91,88,230,223,4579,83,87,5819,0
7,7,65,65,4580,7,64,5820,1
247,239,227,133,4581,92,123,5821,4
128,123,99,98,4582,115,92,5822,0
47,47,183,177,4583,46,151,5823,1
145,140,127,123,3190,97,70,5824,1
222,216,169,163,4584,170,142,5825,0
249,241,209,203,4585,183,38,5826,0
83,81,180,174,2123,78,84,5827,0
180,173,25,25,864,144,25,5828,0
243,235,67,67,1224,181,41,5829,0
44,44,99,98,4586,43,92,5830,0
249,241,57,56,4587,183,56,5831,0
109,105,8,8,1342,99,8,5832,0
26,26,100,78,1143,26,93,5833,0
165,160,28,28,4588,136,27,5834,0
141,136,176,170,1672,126,147,5835,0
62,215,180,174,4589,113,84,5836,1
67,66,88,141,4590,64,101,5837,1
179,12,131,127,4591,74,111,5838,0
188,181,56,55,4592,13,55,5839,0
59,58,69,69,4593,56,64,5840,0
221,214,197,191,4594,167,2,5841,1
126,121,11,11,4595,113,11,5842,0
150,145,168,162,4596,73,141,5843,0
193,186,103,101,4597,150,41,5844,0
12,12,54,53,4598,12,53,5845,0
31,31,84,83,4556,31,80,5846,0
94,91,42,42,4599,85,41,5847,0
178,172,157,152,3051,49,100,5848,0
147,142,66,66,4600,130,65,5849,1
14,14,100,78,4601,14,93,5850,0
81,80,117,115,1568,20,105,5851,0
9,9,154,149,4602,9,129,5852,0
33,33,138,133,4603,10,118,5853,1
45,45,222,216,4604,44,173,5854,1
84,72,96,95,4605,79,89,5855,0
243,235,233,225,4606,181,180,5856,0
77,76,15,15,92,73,15,5857,0
188,181,90,89,4607,13,85,5858,0
40,40,75,74,4608,39,72,5859,0
36,36,228,221,4609,35,177,5860,1
62,215,206,200,4610,113,86,5861,1
42,42,116,114,4611,41,21,5862,0
99,53,33,33,676,89,32,5863,0
71,70,93,92,4277,67,2,5864,0
1,1,57,56,604,1,56,5865,0
94,91,160,155,4612,85,135,5866,0
77,76,60,60,4613,73,59,5867,1
62,61,133,129,4614,59,113,5868,0
227,221,65,65,4615,125,64,5869,0
176,170,96,95,24,142,89,24,0
188,181,90,89,4607,13,85,5870,0
47,47,190,184,4616,46,157,5871,0
135,130,180,174,4617,120,84,5872,0
82,44,70,70,4618,77,67,5873,0
116,111,144,138,4619,104,77,5874,0
244,236,256,248,4620,14,187,5875,0
16,16,0,0,3297,16,0,5876,0
125,120,84,83,1264,112,80,5877,0
187,180,198,192,4621,56,129,5878,0
57,56,26,26,4622,54,26,5879,0
156,151,60,60,2895,76,59,5880,0
170,165,129,125,4623,140,1,5881,0
70,69,41,41,4624,66,40,5882,0
91,88,49,49,4625,83,48,5883,0
11,11,198,192,105,11,129,5884,0
177,171,140,119,4626,143,64,5885,0
91,88,66,66,4627,83,65,5886,1
127,122,214,208,24,114,169,24,1
73,72,80,79,320,69,77,5887,0
65,64,158,153,3773,62,134,5888,0
195,188,38,38,772,152,37,5889,0
51,51,179,173,4628,50,148,5890,0
99,53,214,208,4629,89,169,5891,0
51,51,123,120,4630,50,92,5892,1
59,58,0,0,4631,56,0,5893,0
61,60,66,66,4632,58,65,5894,1
130,125,64,64,4583,116,63,5895,1
234,227,76,75,4633,161,73,5896,0
24,24,31,31,4634,24,30,5897,0
0,0,133,129,4033,0,113,5898,0
140,135,77,76,2405,125,74,5899,1
7,7,46,46,4635,7,45,5900,1
45,45,15,15,4636,44,15,5901,1
188,181,41,41,1240,13,40,5902,0
206,200,142,136,4637,161,121,5903,1
26,26,14,14,4638,26,14,5904,0
67,66,79,78,3856,64,76,5905,0
13,13,87,86,4639,13,82,5906,0
123,118,207,201,4640,110,165,5907,0
223,217,57,56,4641,171,56,5908,1
23,23,25,25,4642,23,25,5909,0
0,0,12,12,4643,0,12,5910,0
40,40,196,190,4644,39,97,5911,0
248,240,81,80,4645,28,78,5912,1
80,79,212,206,4646,76,168,5913,1
44,44,82,81,4647,43,22,5914,0
165,160,11,11,1611,136,11,5915,0
214,208,40,40,876,167,39,5916,0
214,208,162,157,4648,167,22,5917,0
166,161,37,37,4649,137,36,5918,0
135,130,102,100,4650,120,95,5919,0
246,238,170,164,4651,182,143,5920,0
84,72,215,209,4194,79,170,5921,0
62,61,11,11,4652,59,11,5922,1
152,147,108,106,1566,127,30,5923,0
99,53,31,31,4653,89,30,5924,1
87,84,90,89,4654,12,85,5925,1
95,92,79,78,2131,86,76,5926,0
64,63,10,10,4655,61,10,5927,0
157,152,129,125,4656,53,1,5928,0
184,177,113,111,2368,46,103,5929,0
98,95,65,65,24,88,64,24,18
223,217,184,178,4657,171,152,5930,0
176,170,164,158,4466,142,138,5931,0
195,188,57,56,1663,152,56,5932,0
45,45,218,212,24,44,132,24,1
70,69,8,8,4658,66,8,5933,0
142,137,84,83,920,127,80,5934,0
231,225,131,127,4659,28,111,5935,1
75,74,21,21,4660,71,21,5936,0
64,63,61,61,4661,61,60,5937,0
167,162,71,71,4662,54,68,5938,0
3,3,232,224,4663,3,179,5939,0
239,231,218,212,4664,178,132,5940,0
206,200,30,30,4665,161,29,5941,0
91,88,251,243,4666,83,136,5942,1
67,66,129,125,4667,64,1,5943,0
243,235,30,30,4668,181,29,5944,0
149,144,185,179,4524,74,147,5945,1
240,232,247,239,24,171,184,24,12
5,195,149,144,4669,158,127,5946,1
101,97,103,101,4487,91,41,5947,0
221,214,152,147,941,167,130,5948,5
236,229,169,163,4670,177,142,5949,1
80,79,0,0,4671,76,0,5950,0
145,140,76,75,4672,97,73,5951,1
0,0,88,87,4673,0,83,5952,0
4,4,229,222,4674,4,90,5953,0
55,54,196,190,4675,36,97,5954,1
16,16,169,163,24,16,142,24,0
95,92,3,3,4676,86,3,5955,0
113,108,73,1,3419,91,70,5956,1
120,115,83,82,1265,107,79,5957,0
182,175,132,128,4677,146,112,5958,0
159,154,86,85,258,78,81,5959,0
76,75,191,185,2117,72,158,5960,0
122,117,11,11,4678,109,11,5961,1
92,89,64,64,4679,84,63,5962,0
167,162,216,210,4680,54,26,5963,0
114,109,77,76,3913,102,74,5964,0
54,7,179,173,4681,32,148,5965,0
123,118,82,81,200,110,22,5966,0
247,239,83,82,4682,92,79,5967,0
146,141,41,41,4683,129,40,5968,0
126,121,168,162,664,113,141,5969,0
86,83,80,79,1896,80,77,5970,0
66,65,1,1,4684,63,1,5971,0
151,146,5,5,685,89,5,5972,0
77,76,92,91,4685,73,87,5973,0
248,240,20,20,4686,28,20,5974,1
184,177,7,7,3450,46,7,5975,0
227,221,95,94,4687,125,87,5976,0
10,10,85,84,24,10,32,24,3
158,153,63,63,1678,132,62,5977,1
61,60,54,53,4688,58,53,5978,0
247,239,172,166,4542,92,145,5979,0
160,155,38,38,4191,133,37,5980,1
48,48,27,27,4689,47,16,5981,0
157,152,106,104,4690,53,33,5982,0
90,87,108,106,4691,82,30,5983,0
104,100,107,105,2294,94,98,5984,0
87,84,190,184,4552,12,157,5985,1
73,72,155,150,4692,69,132,5986,1
50,50,127,123,971,49,70,5987,0
187,180,140,119,2631,56,64,5988,1
180,173,222,216,1628,144,173,5989,0
83,81,79,78,453,78,76,5990,0
128,123,64,64,4693,115,63,5991,1
16,16,19,19,2909,16,19,5992,0
5,5,129,125,2940,5,1,5993,0
88,85,25,25,4694,81,25,5994,1
67,66,52,8,4095,64,51,5995,1
69,68,24,24,4695,10,24,5996,1
29,29,247,239,4696,29,184,5997,1
127,122,5,5,4697,114,5,5998,0
169,164,178,172,4698,139,2,5999,0
207,201,99,98,4699,143,92,6000,0
157,152,137,132,4700,53,117,6001,1
136,131,39,39,4701,121,38,6002,0
5,195,36,36,4702,158,35,6003,0
40,40,31,31,4703,39,30,6004,12
201,194,108,106,758,157,30,6005,1
50,50,164,158,472,49,138,6006,0
117,112,181,175,863,105,149,6007,1
7,7,201,195,4704,7,162,6008,1
3,3,84,83,4705,3,80,6009,0
26,26,23,23,4706,26,23,6010,0
82,44,7,7,4707,77,7,6011,1
180,173,167,161,4708,144,140,6012,0
201,194,21,21,3847,157,21,6013,0
91,88,208,202,4709,83,166,6014,0
55,54,108,106,2964,36,30,6015,1
62,215,110,108,4673,113,100,6016,0
85,82,133,129,1079,62,113,6017,0
5,5,27,27,4710,5,16,6018,0
75,74,231,161,4711,71,178,6019,0
55,54,208,202,4712,36,166,6020,0
83,81,152,147,4648,78,130,6021,0
241,233,222,216,4713,179,173,6022,0
42,42,91,90,4714,41,86,6023,0
123,118,123,120,1390,110,92,6024,1
84,72,124,71,2227,79,109,6025,0
74,73,134,130,1644,70,114,6026,0
142,137,50,50,4715,127,49,6027,1
227,221,0,59,4716,125,58,6028,0
123,118,137,132,4717,110,117,6029,0
239,231,233,225,4718,178,180,6030,0
98,95,60,60,4615,88,59,6031,0
255,247,57,56,4719,188,56,6032,0
105,101,71,71,210,95,68,6033,0
21,21,179,173,4720,21,148,6034,0
49,49,227,133,4721,48,123,6035,0
188,181,218,212,3128,13,132,6036,0
156,151,161,156,4722,76,136,6037,0
54,7,182,176,4723,32,150,6038,0
228,222,97,96,4724,170,90,6039,1
123,118,0,59,3800,110,58,6040,0
147,142,65,65,4725,130,64,6041,0
48,48,43,43,4726,47,42,6042,0
134,129,159,154,4727,119,21,6043,0
4,4,139,134,4682,4,119,6044,0
232,11,78,77,4728,176,75,6045,1
50,50,206,200,4729,49,86,6046,0
124,119,151,146,710,111,129,6047,0
182,175,55,54,4730,146,54,6048,0
37,37,39,39,24,36,38,24,4
9,9,138,133,4731,9,118,6049,0
